NewsID,NewsContent,Explicit_Company
1662,　　在逐步逼近2245点的历史高点时，沪深股市昨日出现罕见的大幅震荡。全日内上证综指的上下振幅接近5％，创下了自8月份以来的单日最大振幅。而沪市成交量也再度刷新历史新高，单日成交额达到640亿元。  　　从盘面看，导致昨日盘面一度出现大跌的因素是多方面的。一是随着获利盘的增加，股市内在的调整压力增大；而部分基金重仓股的连续跳水，则给市场带来了相当大的负面冲击。而这一导火索就是基金重仓的牛股———大商股份，周一放量跌停，昨日又再度跌停，还有国药股份也达到跌停，地产板块出现整体大幅跳水等，这些都导致了市场在短期内出现了恐慌，对指数形成了巨大的压力，这部分板块个股成为市场中短期最大的风险所在。不过，从午后多个热点快速反弹的局面看，场外增量资金仍在不断进场，显然短期的快速跳水为部分场外游资提供了良机。  　　在近两日大盘的大幅震荡中，个股间“冰火两重天”的分化相当显著。像大商股份、中金黄金、国药股份等跌幅靠前的个股，都属于历史上或者本轮行情中涨幅巨大的个股，在庞大的获利盘的压力下，尤其是在指数达到历史高点的时候，很容易出现调整的走势。而昨日涨幅榜前列大部分个股，属于在本轮行情中严重滞涨的品种或者行业，如纺织板块等，还有一些极度超跌的个股，尤其是一些价位在2-3元附近的低价股，在盘中出现快速拉升，有效地稳定了市场人气，也激发了从其他板块中出逃资金再度进场的欲望。这种现象也为我们提供了在近期的操作思路，那就是重点回避前期涨幅巨大的个股，尤其是在近期出现连续拉升的个股，虽然短期还有可能继续上攻，但再度进场的风险较大；而此时那些在本轮行情中几乎没有什么涨过的个股，则成为短线游资出击的重点目标，很容易出现短线的爆发性走势。  　　多数市场分析认为，昨日盘面的震荡尚在理性的范畴内。由于相当众多的主流核心板块在本轮行情中涨幅已巨大，出局套现的欲望相当强烈，因此，当新资金进场的同时，这部分获利筹码就选择了抛售的操作，多空争夺正是在这种环境中出现的，也是成交量快速放大的内在原因。对于后市，由于上升趋势的惯性，以及新资金的奋勇进场，周三的大幅震荡虽然在一定程度上说明调整压力日趋增大，但上升趋势仍不会在短期内结束，资金推动型的行情仍有望持续。,"大商股份, 中金黄金, 国药股份"
1663,　　12月5日，美国雷曼兄弟中国投资银行业务总裁杨志中在杭州接受记者采访时表示，“中国的资本市场是独特的，国外投行一般只能进行内地企业赴港上市等跨境交易，以分享该市场的机会，这是远远不够的。目前，雷曼兄弟正采取非常慎重的策略选择内地券商作为合作伙伴，并希望进一步拓展内地投行业务。”    　　由于有关政策的限制，外资投行目前进入内地市场的成功案例并不多，除高盛高华以及获批的瑞银证券（原北京证券）等少数几家外，大多投行只能以代表处的形式在内地经营业务。杨志中透露说，“随着中国经济的持续增长，全球资本对中国的投资兴趣日益高涨，这也为投行带来许多机会。目前，外资较为看好的国内行业包括房地产、消费、制造以及金融等。”    　　他表示，“尽管中国政府对房地产调控仍将持续，但外资基于对中国经济增长的良好预期，仍然认定土地和房地产价格将在该背景下出现上涨，当然这其中也有人民币升值的因素在起作用。”    　　雷曼兄弟认为，尽管内地股市出现大幅上涨，但香港市场依然是内地企业未来一段时间上市的首选地点。雷曼兄弟股票资本市场部董事总经理黄启立表示，“由于香港市场活跃着国际众多机构投资者，机构资金雄厚。因此，对于大的股票发行项目而言，香港市场的估值水平会略高。以招商银行H股价格高于A股价格为例，相比之下，一个受到国际投资者青睐的公司在香港市场上市，将会融到更多的资金。”    　　此外，雷曼兄弟亚洲经济学家孙明春认为，中国今年可以保持“高增长，低通胀”的势头，GDP增长可达10.4％左右，通胀为1.3％左右。这是非常好的经济形势，预计今年中国的外贸顺差达到1600亿美元，同比增长50％左右，贸易增长很快。    　　“预计明年中国GDP增长9.6％左右，较今年下降1个百分点。主要原因为贸易顺差下降导致。”孙明春分析，“目前中国政府已经认识到贸易顺差过大可能导致贸易摩擦数量上升，同时也会使得人民币升值压力加大。这种情况下，银行压力会加大，投资也会过热。因此2006年9月开始，中国政府已经采取措施抑制贸易顺差的过快增长。预计今年人民币升值将达3％左右，明年应会升值4％，达到1美元：7.5元人民币的水平。”,招商银行
1664,"　　周三大盘先扬后抑。两市股指小幅高开后一路上冲，最高冲至2192.90点和5970.38点后，然后回落到10日均线上蓄势整理，成交量同比有所放大，包括权证在内，两市共成交1067亿元左右。盘中给人的感觉是两市股指在前半周的上冲中动能消耗过大，需要震荡整理。    　　消息面上，信息产业部部长王旭东表态,中国可能很快将发放3G牌照。周二，在香港世界电信展的传媒会上，王旭东作出公开表态,中国有信心在2008年奥运会前提供3G服务，中国将按照WTO承诺，由企业根据市场的需要来选择3G标准。同时王旭东还澄清了分拆联通的传闻：信产部现在没有任何有关重组的构思，他本人也未听说重组消息，联通同时拥有GSM及CDMA网络，但不一定要进行重组，重组不是随意的，而是非常严肃的问题。    　　在大盘时值冲关的关键时刻，管理层提前透支这一利好，有助于股指的上攻，在这一消息的刺激下，大盘股中国联通摸上了涨停，对下滑的股指起到了稳定重心的作用，有管理层的指引，有大盘股的力抗，股指难以有深度的下探。    　　盘面上，电器、机械、金融等板块表现活跃。地产、封闭式基金、航空等板块小幅回落，有色金属、军工等板块跌幅在前。盘中一度冲击涨停的中国联通、TCL集团、高鸿股份等为首的3G通信板块近２０只个股涨幅居前，成为大盘上扬的主要驱动力。上港集团、S华夏通、招商轮船、厦门港务等个股高居涨幅榜首。操作上还应跟紧主流热点。    　　周三两市股指走得荡气回肠，惊心动魄，场面非常好看耐看。盘中走出了笔者周二说过的走势：盘中洗盘、深幅洗盘、大力洗盘。但最终目的不是为了洗盘而洗盘，洗盘是为了创新高，是为了走更远的路。所以在午后1点多，沪综指最多下行到75点时便不再回调，2点时便快速上行，以至成功收出一根下影线较长的阴线。","招商轮船, TCL集团, 中国联通, 高鸿股份, 厦门港务, 上港集团"
1665,　　中国目前惟一一家在香港和纽约上市的铁路公司——广深铁路股份有限公司将快速“驶”回A股市场。记者昨日获悉，广深铁路首发事项本周一在证监会发审委第69次会议上顺利通过，12月7日公司管理层会正式启动发行工作。    　　据披露信息显示，广深铁路本次公开发行将采取向A股战略投资者定向配售、网下向询价对象询价配售与网上资金申购定价发行相结合的方式。发行的股票数量将不超过275000万股，占发行后总股本的38.81%。预计12月底广深铁路便可在上证所挂牌上市。    　　1996年，广深铁路发行H股和美国存托股份ADS分别在香港联交所和纽约证交所上市。    　　广深铁路股份有限公司现营运里程152公里，不仅穿越广东省经济高速增长的珠江三角洲，连接京广、京九、广茂、平南、平盐和香港九广铁路，还是华南地区交通网络的重要组成部分，为内陆通往香港的惟一铁路通道。    　　广深铁路此次A股发行募集资金将主要用于收购广坪段铁路。广坪铁路位于京广线的最南端，经广深铁路东莞站与京九铁路相连，收购完成后，公司的营运里程将扩展至481.2公里，经营规模及客货运输空间会显著扩张，实现纵向贯通广东省全境，客货运输服务的吸引范围覆盖珠江三角洲地区以至粤北、粤西、粤东、湖南、福建及中国西南地区等范围。,广深铁路
1668,东方早报  记者 陈其珏 实习生 黄锴     　　白云机场(600004)昨天发布董事会公告称，拟定向增发不超过1.5亿股股份，用于收购母公司广东省机场管理集团公司的飞行区资产。分析师表示，收购后，公司将拥有完整的航空服务资产，可以减少关联交易，整体上市有望加速。    　　据了解，上市公司拟以20亿元收购母公司广东省机场管理集团公司的飞行区资产，包括两条飞行跑道、滑行道等。收购完成后，公司将拥有白云机场主要的航空性资产。白云机场将定向增发不超过1.5亿股新股，母公司认购的比重将不低于90%。    　　天相投资分析师孙莉萍则表示，收购后，公司将拥有完整的航空服务资产，可以减少关联交易，这能明显增厚股份公司的业绩。她预计公司明年的净利润将增加6283万元。,白云机场
1669,东方早报 记者 孙立云    　　进入全流通后，国企正掀起整体上市热潮。长江电力(600900)董秘办投资者关系主管孙小蔷昨日透露，控股股东长江三峡工程开发总公司在做整体上市相关的研究工作，但孙小蔷强调，目前还没有任何实质性的举措。    　　长江电力投资者关系主管孙小蔷昨日在出席申银万国证券举办的“上市公司与机构投资者见面会”时，针对机构感兴趣的整体上市问题时表示，股权分置改革后，国资委与证监会曾多次表态将支持国有大型企业逐步实现整体上市，“而且控股股东长江三峡公司对整体上市也很期待。”    　　孙小蔷进一步指出，据其了解，大股东正在做与整体上市相关的研究工作，但“目前没有任何实质性的动作”。而且，她强调，整体上市工作更需要监管层的统筹。    　　今年以来，上港集团、鞍钢股份、包钢股份等多家国企已经完成整体上市。    　　8月15日，长江电力部分有限售条件流通股上市流通，解冻股份达到了5.2亿股。孙小蔷表示，到目前为止，这几家可流通的股东都没有减持过公司的股份，其中有几家还在二级市场增持长电股份。    　　此外，对于机构而言，长江电力的业绩预测大多基于公司较为均衡的收购进度安排。根据长江电力在2003年上市时的承诺，公司到2015年前将完成长江三峡全部26台机组的收购。    　　去年，长江电力股改方案中推出股本认购权证，具备再融资特性，但直到今年5月，认购权证的实施时间和价格才明确，造成了2006年长江电力收购未能如期进展，打破了市场关于公司稳定成长的预期。孙小蔷昨日在见面会上表示，收购方案早在年中就已经完成，但由于公司“又有了些新的想法”，现在收购方案不能如期在年底公布，但对于有何“新的想法”，她没有透露。    　　分析师称，明年长江电力股本权证实施后可以筹得约65.70亿元资金。从现金流情况而言，长江电力在2007年实施3台收购具备现实可行性。2006年长江电力未实施收购，账上现金较为充裕，2006年底经营性现金流可达70亿元，加上出售建行股权获得的现金，公司从资金安排上有能力实施3台机组的收购计划。,"鞍钢股份, 上港集团, 包钢股份, 长江电力"
1670,　　工商银行近日推出专门面向涉外人士的“工行网上银行境内汇出汇款”业务。客户通过工行“金融@家”个人网上银行，即可向开立在大陆以外地区银行的个人账户汇出外汇资金。该业务可满足出国留学人员、海外工作人员和短期出国旅游人员对跨国资金汇款服务的需要，方便快捷又非常安全，目前支持世界各主要币种，包括美元、欧元、英镑、港元等。 　　客户到工行营业网点注册“金融@家”个人网上银行，开通对外转账权限并申请使用U盾，登陆网上银行后，点击“我的账户”———选择“境内汇出汇款”功能，即可进行外汇汇款，同时查询交易详细信息及处理结果。,工商银行
1671,本报北京12月6日讯  记者梁桦报道：为进一步推动商业银行加快创新步伐，银监会今天发布了《商业银行金融创新指引》，该《指引》将于12月11日起正式施行。      中国银行业监督管理委员会副主席唐双宁在商业银行金融创新新闻发布会上说，共分七章48条的《指引》，其核心内容可以概括为：鼓励发展、强调规范、服务客户、教育公众。      唐双宁说，“鼓励和规范并重、培育和防险并举”的监管原则，始终贯穿《指引》全部内容，银监会积极鼓励经营审慎的商业银行加快金融创新，推动商业银行更快更好地发展，引导商业银行强化风险自我管控意识，提高风险控制水平和能力，全面提升创新质量，促进金融创新活动持续健康发展，为广大金融消费者和投资者提供日益丰富的现代金融服务。      唐双宁说，银监会将致力于规范市场行为，构建有利于创新发展的制度环境，推动中国金融创新更快、更好地发展。      他同时表示，鼓励和规范商业银行金融创新活动的根本目的，在于为广大社会公众提供更加优质便捷的金融服务。,中国银行
1672,　　我国目前唯一一家在香港和纽约上市的铁路公司———广深铁路股份有限公司将驶回A股市场。公司首发A股事项本周一通过证监会发审委审核，公司管理层将于今日正式启动发行工作。  　　据了解，广深铁路本次公开发行将采取向A股战略投资者定向配售、网下向询价对象配售与网上定价发行相结合的方式发行。发行不超过27.5亿股，占发行后总股本的38.81%，预计12月底在上交所挂牌上市。  　　广深铁路股份有限公司现营运里程152公里，不仅穿越广东省经济高速增长的珠江三角洲，连接京广、京九、广茂、平南、平盐和香港九广铁路，还是华南地区交通网络的重要组成部分，为内陆通往香港的唯一铁路通道。公司此次A股发行募集资金将主要用于收购广坪段铁路。广坪铁路位于京广线的最南端，经广深铁路东莞站与京九铁路相连，收购完成后公司的营运里程将扩展至481.2公里，经营规模及客货运输空间会显著扩张，实现纵向贯通广东省全境，客货运输服务覆盖珠江三角洲至中国西南地区等。,广深铁路
1673,东方早报 记者 孙立云     　　宝钢集团确定于2010年前实现海外上市，并将在上市同时考虑引进日本最大钢厂新日铁，并实现双方交叉持股。宝钢股份(600019)证券事务代表虞红昨日向早报记者证实了上述说法。    　　12月3日，宝钢集团董事长谢企华在接受日本媒体采访的时候表示，宝钢正在考虑境外上市，可能邀请日本最大的钢厂新日铁和韩国最大的钢厂浦项制铁参股，并实现交叉持股。日本新日铁公司随后也表示，将考虑与宝钢集团交叉持股。    　　宝钢旗下上市公司宝钢股份证券事务代表虞红昨日在出席申银万国证券举办的“上市公司与机构投资者见面会”时，向早报记者证实，集团一直都有在2010年前实现海外上市的计划，“目前没有任何改变”，而且公司也确实在考虑与新日铁等公司的交叉持股问题，但目前一切都还不明朗。    　　虞红昨日还表明了公司未来几年的战略目标，今年1-9月份，宝钢实现产品销量1595万吨。预计今年全年的销量将达到2066万吨，明年预计达到2200万吨。并称将通过集团内的重组收购，使产品销量达到3000万吨规模。    　　到2012年，宝钢将通过兼并重组和新建项目，使得产品销量达到5000万吨。虞红称宝钢将紧紧抓住行业并购重组的机遇实现规模扩张。    　　对于钢铁行业的整合并购，宝钢作为龙头企业，其近来在二级市场的一些举措备受关注，如在二级市场吸筹邯钢股份等。    　　钢铁行业整合是势在必行的事，虞红称，目前国内前四大钢铁厂的产量占全国比重只有18%左右，而国外龙头企业平均比重在64%以上，“兼并收购是公司必须要做的事，我们不做其他企业也会做”。    　　不过她坦言，公司在并购过程中遇到些问题，因此她表示，公司“非常希望监管层能够尽快出台市场化并购的指引性文件”。这或许表明市场机制成熟后，宝钢可能会加快并购重组步伐。,宝钢股份
1674,信报讯（记者焦菁）昨日，中石化旗下７家上市公司突然停牌，称有重大事项披露。记者了解到，这７家公司将于下周一分别发布公告，而市场人士纷纷预期，中石化系上市公司将迎来最大的一次重组整合动作。  昨日一起刊登“重大事项停牌公告”的７家公司包括Ｓ鲁润、Ｓ泰石油、Ｓ武石油、Ｓ石炼化、Ｓ岳兴长、Ｓ京化二、Ｓ川美丰，停牌时间从１２月６日至１２月８日。  上述公司公告并未披露“重大事项”的原由，但市场人士认为，在年底要基本完成股改的背景下，停牌所涉及公司很可能与中石化系再次启动重组整合有关。  今年２月份，中石化曾斥资１４３亿元以现金要约的方式收购旗下齐鲁石化、扬子石化、中原油气、石油大明四家Ａ股上市子公司的全部流通股和非流通股，顺利将它们“私有化”。  迄今，中石化已整合了湖北兴化、北京燕化和燕化高新，成功“卖壳”中国凤凰，镇海炼化也被收入囊中。  经过第一批整合之后，中石化如何整合旗下剩余上市公司事宜颇受市场关注，其中市场预期最高的是Ｓ上石化和Ｓ仪化。但是，上月初，Ｓ上石化、Ｓ仪化、Ｓ江钻纷纷启动股改，击碎了很多投资者的“高价”收购梦，也因此股改方案最终遭到流通股股东的否决。  临近年底，在今年要基本完成股改的背景下，中石化借股改之机再次启动旗下公司重组整合在情理之中。中石化董事、财务总监张家仁就曾表示，“中石化整合上市子公司的目标不会改变，肯定要整合，但现在尚无具体计划。”   在此次发布停牌公告的７家公司中，Ｓ石炼化、Ｓ泰石油和Ｓ武石油由中石化直接控股，控股比例分别达到７９．７３％、３８．６８％和４６．２５％，而Ｓ鲁润、Ｓ岳兴长、Ｓ川美丰、Ｓ京化二则是间接控股。  昨日，在此消息的影响下，Ｓ上石化、Ｓ仪化双双高开，Ｓ上石化、Ｓ仪化、Ｓ江钻这三家中石化的主业资产公司“私有化”预期似乎再度点燃。,"中原油气, 石油大明"
1675,　　本报记者 杨志刚　　    　　长江电力（600900）公告，公司董事会同意授权董事长在董事会的决策权限范围内，根据市场情况，在2007年年底前出让不多于8亿股公司持有的中国建设银行股份有限公司股份。公司已与Reca Investment Limited（益嘉投资有限公司）签订协议，以总金额12.4亿元转让公司持有的前述董事会授权范围内的4亿股建设银行H股股票。,"建设银行, 长江电力"
1679,　　本报记者 韩万宁  　　    　　S天一科（000908）12月6日收到控股股东平江县国有资产管理局转来的国务院国资委批复，同意平江县国有资产管理局将其持有的股份公司国有法人股12664万股转让给长城资产管理公司。    　　批复强调，上述股权的每股转让价格应在不低于公司每股净资产值的基础上，以公司每股净资产值、净资产收益率和市场表现等因素合理确定。股份转让完成后，平江县国资局仍持有公司1400万股，占总股本的5%；中国长城资产管理公司持有公司17200万股，占总股本的61.43%。,中国长城
1680,　　增发新股以筹资收购母公司资产  　　  　　广州白云国际机场股份有限公司（简称白云机场，600004）本周三表示，董事会已经批准了从母公司广东省机场管理集团公司收购价值人民币20.3亿元资产的计划。    　　白云机场在上海证交所网站上发表公告称，为了筹集收购资金，白云机场将向不超过10名投资者定向增发最多1.5亿股新股，发行价格不低于决议公告前20个交易日公司股票的均价7.09元。董事会将在定价前征求承销商意见。    　　如果悉数增发1.5亿股新股，白云机场将筹资至少人民币10.6亿元。白云机场表示，募集资金将全部用于收购白云机场飞行区资产，主要包括两条飞行跑道、滑行道和停机坪，从而提高公司在机场业务中的收入分成比例。    　　白云机场没有透露增发新股预期筹资额，但该公司表示，如果增发所得依然不足，将向母公司转让总额人民币5亿元的应收账款，其余部分将在2008年1月1日前结清。    　　公告显示，广东省机场管理集团公司将认购此次增发新股总数的至少90%，并至少持有股份36个月，其他认购者必须至少持股12个月。不过，白云机场没有在公告中透露其他认购者名称。    　　据白云机场相关人员介绍，与前一方案相比，此次方案除融资方式改变外，集团公司还给出了更为优惠的收购条件。本次资产收购完成后，上市公司将拥有白云机场目前全部航空主业资产。,白云机场
1682,"　　根据南通市政府的规定，公司的化工生产装置要在2010年以前全部搬出南通市市区，厂区生产主体迁入南通经济技术开发区化工二区，同时将获得搬迁补偿总额为41667.99万元，而且公司如能按期完成，可获得搬迁奖励1385.36万元；在搬迁期间若能确保老厂区搬迁和新厂区建设以及老厂区生产安全，可获搬迁安全奖500万元。 　　此外，公司堪称国内农药之王，连续3年农药产销量居全国第一名,同时也是江苏省农药生产的龙头企业，发展潜力极大，而且其产品低毒高效。 　　“十一五”期间国家的农药行业政策无疑使公司长期发展受益，而且最近升幅严重滞后的农业股已经出现补涨苗头，金健米业连续两个涨停对其也是一个大机遇。此外，公司还持有交通银行股份，未来受益匪浅，建议重点关注。 　　（上海证券报）","金健米业, 交通银行"
1684,　　公司所处的广西贺州及周边地区的经济增长，为当地电力需求增长提供了强有力的保障。尤其是目前贺州市正在成为广东珠三角地区重要的电力能源供应基地，未来贺州还将加快与南方电网、华中电网对接的电网建设，建成西电东送的重要基地。 　　目前公司电力业务进入成长收获期，新机组将陆续投产发电，这使得2006年和2007年成为公司自身电力业务发展的成长阶段，未来想象空间极为广阔。 　　更重要的是，公司还具有实质性的券商题材，其重仓持有国海证券股份，而国海证券实力雄厚，其旗下的国海富兰克林基金管理公司的外方股东实力不俗，像国海证券这样的优质券商在火爆行情面前，未来利润肯定将相当丰厚，为其带来巨额投资收益。 　　目前该股洗盘基本结束，短线有望启动，操作上建议重点关注。（上海证券报）,国海证券
1685,　　作为上海本地唯一一家大型医药企业，公司依托中国医药航母中国华源集团的雄厚实力，已经连续七年在中国医药商业企业中利润排名第一，后市成长空间十分广阔。 　　公司是国内最大的医药商业企业之一，近年来公司不断整合企业资源，形成了以华东地区为中心，辐射全国的医药供销网络。公司在华东地区三级医院终端覆盖率达100％，二级医院覆盖率76％，上海市医疗机构覆盖率达100％，而且拥有200家左右的上海市零售药房，全国零售连锁网络扩大至1400多家。借助于在医院和社会零售两大终端中强大的竞争优势，公司主营业务多年保持30％以上的增长速度，有力地推动了公司的成长性。 　　走势上看，目前该股借前期高点进行凶悍洗盘，主力惜售迹象明显，后市有连创新高的能力，操作上可积极关注。 　　（上海证券报）,中国医药
1688,　　申华控股（600653）具备最热门的资产增值题材，其所持有的广发银行股权有望给其带来数以亿计的收益。公司拥有广发银行9.58%的股权，成本仅为4.12亿元，而这一股权为机构投资者所接受的价值已经达到27.16亿元。公司具备多重题材：首先是生物医药概念，直接持股94.12%的上海华晨生物技术有限公司主营生物工程；具备热门的网络题材，在2001年即率先投身电子商务领域，投资设立了上海华晨五洲电子商务网络有限公司，是国内第一家在纽约、伦敦、东京、悉尼等地建立全球电子商务支付结算系统的中国公司；还有纳米概念，出资1050万元组建上海正美亚纳米超细材料制造有限公司，占其股权比例为70%。此外，公司是金杯汽车的第二大股东，持股1.224亿，这部分股票一旦进入全流通将有增值空间。 　　二级市场上，该股已经出现了波段性上涨走势，很明显有大机构介入的迹象，在经过了连续两个交易日的调整之后，该股有望出现报复性反攻行情，可关注。（金元证券  楼栋）,"金杯汽车, 申华控股"
1691,　　震荡行情中短线获利筹码大增 机构调仓换股     周三大盘出现宽幅震荡，主要原因还在于短线获利筹码大增和机构调仓所致。临近年底，很多基金都要面临分红，但基金的仓位基本上都在90%以上，必须出货后才有钱分，这就成了主要做空力量。有市场人士认为，近期有超过40家基金连续推出分红方案，累积分红资金将近100亿元，基金分红套现直接导致一些基金重仓股大幅下跌，昨天盘中大商股份连续第二个跌停后直接导致大盘跳水，而一些高价基金重仓股均出现类似破位下跌形态，从而引发了市场担心。  　　对此，投资者不必过于担心，最近又有很多新基金在不断进驻，成为主要的做多力量，新老基金的一出一进虽然容易造成股指的宽幅震荡，但不会对整体市场趋势产生影响。     　　另外，自从沪指突破1900点后，上涨速度明显加快，短线获利筹码的集中对大盘持续上涨构成障碍。如果大盘继续快速上涨，势必引发更大的调整回落走势，而在此位置出现震荡，抬高市场平均持股成本，将有利于后市行情的发展。  　　在岁末年初时期，在大盘出现高位震荡之际，投资者有必要加强仓位控制。  　　虽然市场整体趋势还没有改变，但股指毕竟是在高位运行，又有基金的分红压力，很多股票的获利套现压力很大，如果满仓，一旦行情有变就会比较被动，所以投资者需要保持谨慎，把自己的仓位控制在半仓：股票出现下跌可以及时补仓，波段操作；大盘一旦变盘，自己也可以及时出局。   　　对于后市行情展望，股指在此位置震荡反复后，还会继续前进。投资者可以重视对沪深300指数的投资。前期工行、中行等一线蓝筹全面爆发时，一些二线白马股还在横盘整理，这些股票会在后市行情中有所表现，目前市场正在从“二八”向“八二”转变，而且明年初还有股指期货的推出，都给沪深300中未有表现的股票带来良好的投资机会，投资者可以从中选择优良品种来进行投资。   　　投资者还可以关注新基金的投资思路，目前他们比较看好的品种一类是老基金的建仓品种，另一类就是有定向增发概念的股票。新基金没有分红压力，预计这一投资思路会延续到明年，投资者可以在年底调整中建仓，等候明年的好收成。 (大时代投资),大商股份
1694,　　本报讯 中金公司获得全国社保资金境外投资管理人资格，这使其成为唯一家同时拥有全国社保资金境内和境外投资管理人资格的券商。在全国社保理事会公布日前公布的名单中，瑞士银行和中金公司组成的联合投资团队将担任社保基金的香港股票积极型产品投资管理人。此前，该公司已经获得全国社保资金境内投资管理人资格。 　　有业内人士表示，或许国内的证券行业已经习惯了中金公司的屡屡争先，对于其获得社保资金境外投资管理资格也不感到惊奇，然而中金公司的胜利却并不轻松，因为此次该公司面对的是众多国际知名资产管理公司。从某种意义上说，中金公司扮演的是本土投资银行参与国际竞争的排头兵角色，其获胜的意义不容小视。 　　据了解，与中金公司并肩进入投资管理机构的都是国际著名的资产管理公司，如德盛安联、景顺、道富等等。知情人士透露，此次全国社保基金全球选秀的竞争激烈程度前所未有，自2006年5月开始评选工作，共收到84家国际著名投资机构关于5个投资产品的106份申请，“每本申请都厚得像本书”，该人士称。 　　该公司资产管理部门负责人告诉记者，中金争取社保基金境外投资管理人资格的准备工作开始于两年之前，由于此间该公司与瑞银集团在资产管理领域有着良好的合作，所以最后决定组成联合投资团队进行申请。 　　中金公司在香港市场丰富的投资经验也是助其成功的重要因素，目前中金已在香港设立了独立的资产管理公司，并且不断的扩充投资团队。中金公司人士提供的数据显示，在香港股市当中，H股市值占到了总市值的2/3，而这些H股公司中有80%左右是中金公司的客户，对于目标市场的熟悉为中金公司的增添了获胜的筹码。 　　“与知名机构竞争，自身感觉压力很大”，中金公司资产管理部门负责人告诉记者，因为这同时也是本土机构与境外机构竞争的问题。他认为，对于中国的证券行业来说，应该培育具有国际竞争力的本土机构，而不能沦落成为境外机构产品的境内代销机构，中金的获胜必将对国内证券机构参与国际竞争产生正面影响。 　　据介绍，虽然将自己定位于本土投行，但中金公司的资产管理业务早已跨越国境，目前中金担任着两家韩国机构在香港市场的投资管理人，并且在较短的时间内取得较为丰厚的投资回报，其中一家机构最近又新增加了投资额度。另外，中金公司设立于香港的资产管理公司也发售了理财产品，包括机构单独帐户理财和面向高端客户的集合理财产品，目前总规模在4亿美元左右。（闻 涛）,中金公司
1695,　　大盘调整一天后就展开了强势的反弹之势，上证股指更是再创了历史新高，达到2200点，成交量略微减少。盘中，热点明显集中，以日照港、营口港为代表的港口个股突破发力全线涨停，给整个大盘的做多带来了极大的人气。另外，受到世界电信节传出的3G牌照即将发放的消息，以中国联通、波导股份、东方通信等3G个股疯涌而出，完全占据了涨幅榜的前列，特别是3G的代表者东方通信已经连续4涨停，更是将3G财富效应发挥的淋漓尽致。因此，当前主要操作是发挥两市没涨的3G个股，像远东股份（000681）3元的科技网络股，是3G的配套产品，目前刚刚启动，后市宜重点关注。  　　公司致力于高科技网络信息安全产业的发展，与国内最高级别的信息安全科研机构------中国科学院信息安全国家重点实验室，共同组建北京远东网络安全研究院，专门从事网络安全新产品的设计和开发以及提供各类安全服务。目前该公司已完成百兆防火墙和新版入侵检测系统研究成果2项，现有独立知识产权的产品有防火墙、入侵检测系统、身份证书认证（CA）系统、安全审计“数据挖掘”系统和动态口令认证系统等5项。  　　公司巨资控股了远东网安科技公司，这是国家级火炬计划项目执行单位、国家保密局指定的“涉及国家秘密的计算机系统集成单位”。公司同时还与国家信息产业部、2008北京奥运筹备机构、银行、通讯公司等签订合同，而且主要产品“黑客煞星”网络入侵实时检测系统的知名度和市场份额不断上升，是国内目前唯一通过国家保密局认证的网络入侵检测类产品，由此网络安全业有一定的领先地位，市场前景看好，新的利润增长点正在培育之中。  　　二级市场上看，该股连续收出了9根阳线，主力拉高建仓迹象十分明显，并且在整个3G板块整体走强的大背景下，作为两市唯一没涨的3G个股远东股份（000681）就非常值得关注。  　　,"东方通信, 中国联通, 营口港, 日照港, 波导股份, 东方通"
1696,　　上午大盘冲高震荡，从操作角度考虑，今日银行和钢铁的启动有过早之嫌，在历史天量的震荡初期一线蓝筹过早上涨，对股指的带动作用会受到质疑，从而加剧后期波动。但从资金面考虑，这也说明巨量资金争相建仓龙头品种的意愿，主力资金供应充足。    　　在关键时刻中国联通再度盘中涨停对市场意义重大：1、低价股仍是资金活跃的重点，拥有题材的品种更易受到关注，昨日其龙虎榜上就出现了机构专用席位和游资席位的影子。2、对通信、3G将形成深度刺激、由此可能带动科技股的活跃、传媒、新媒体、数字电视、科网、电子器件等都有望活跃。3、低价权重股的流动性溢价继续受追捧，大盘的汽车、钢铁、铁路、高速等防守性品种仍有望受宠。4、主力资金由全面进攻进入局部阵地战，并没有撤退，后期个股机会仍会频频出现。,中国联通
